Age,Sex,Education,Native Country,Race,Marital Status,Work Class,Occupation,Hours Per Week,Income,Capital Gain,Capital Loss
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Local-gov,Protective-serv,Over-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Sales,Over-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,Black,Never-married,Private,Tech-support,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Part-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Divorced,Self-emp-inc,Sales,Over-time,Small,None,None
Young,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Sales,Workaholic,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,High,None
Young,Female,Some-college,United-States,Asian-Pac-Islander,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Large,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Large,Low,None
Young,Female,Some-college,Laos,Asian-Pac-Islander,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Never-married,Private,Tech-support,Over-time,Small,None,None
Senior,Female,Assoc-acdm,United-States,White,Never-married,Private,Prof-specialty,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Large,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-inc,Farming-fishing,Over-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Masters,Taiwan,Asian-Pac-Islander,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,Low,None
Middle-aged,Female,Bachelors,United-States,Black,Divorced,Self-emp-not-inc,Prof-specialty,Full-time,Large,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Machine-op-inspct,Full-time,Small,None,None
Old,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Full-time,Small,None,None
Young,Female,5th-6th,Mexico,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Tech-support,Full-time,Small,None,None
Senior,Female,HS-grad,United-States,White,Widowed,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Over-time,Small,None,Low
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Female,11th,United-States,White,Never-married,Private,Exec-managerial,Full-time,Small,None,None
Old,Male,Masters,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Part-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,Over-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,Low
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,Full-time,Small,None,None
Old,Male,HS-grad,United-States,White,Never-married,Private,Transport-moving,Over-time,Small,Low,None
Middle-aged,Male,Some-college,United-States,Black,Never-married,Private,Craft-repair,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,Assoc-voc,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Senior,Male,10th,United-States,White,Married-civ-spouse,Local-gov,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Full-time,Small,None,None
Young,Male,5th-6th,Mexico,White,Never-married,Private,Other-service,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Never-married,Private,Prof-specialty,Over-time,Small,None,None
Young,Male,HS-grad,Haiti,Black,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Assoc-acdm,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Large,Low,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,State-gov,Protective-serv,Full-time,Large,Low,None
Middle-aged,Male,HS-grad,United-States,White,Never-married,Private,Farming-fishing,Part-time,Small,None,None
Young,Female,Some-college,United-States,Black,Never-married,State-gov,Protective-serv,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Self-emp-not-inc,Sales,Over-time,Small,None,None
Senior,Male,Assoc-acdm,Iran,White,Married-spouse-absent,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Prof-specialty,Part-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Full-time,Large,None,None
Senior,Male,11th,United-States,White,Married-civ-spouse,Local-gov,Transport-moving,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Federal-gov,Adm-clerical,Full-time,Large,None,None
Senior,Male,11th,United-States,Other,Widowed,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Male,9th,Portugal,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,10th,United-States,White,Married-civ-spouse,Private,Other-service,Part-time,Small,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Male,Bachelors,United-States,White,Divorced,Private,Exec-managerial,Over-time,Large,None,Low
Young,Male,HS-grad,United-States,White,Married-spouse-absent,Private,Sales,Over-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Male,Some-college,United-States,White,Married-civ-spouse,Self-emp-not-inc,Sales,Over-time,Small,None,None
Young,Female,Assoc-acdm,United-States,White,Never-married,Private,Sales,Part-time,Small,None,None
Senior,Female,Bachelors,United-States,White,Divorced,Private,Exec-managerial,Over-time,Large,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Federal-gov,Adm-clerical,Part-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,Assoc-voc,United-States,White,Married-civ-spouse,State-gov,Machine-op-inspct,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,Black,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,Black,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Female,Some-college,United-States,White,Never-married,Local-gov,Adm-clerical,Part-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Sales,Full-time,Small,None,None
Senior,Male,Masters,United-States,White,Divorced,Self-emp-not-inc,Exec-managerial,Full-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Sales,Over-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Divorced,Private,Transport-moving,Full-time,Small,None,None
Senior,Female,5th-6th,United-States,White,Divorced,Private,Craft-repair,Over-time,Small,None,High
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Craft-repair,Full-time,Small,None,None
Senior,Female,Some-college,United-States,White,Divorced,Private,Sales,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Local-gov,Transport-moving,Full-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,HS-grad,United-States,White,Separated,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Part-time,Large,None,High
Young,Female,Some-college,United-States,White,Never-married,Private,Adm-clerical,Part-time,Small,None,None
Young,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Married-civ-spouse,Private,Other-service,Full-time,Large,None,None
Middle-aged,Male,Bachelors,United-States,White,Never-married,Private,Craft-repair,Over-time,Small,None,None
Senior,Male,Assoc-acdm,United-States,White,Separated,Self-emp-not-inc,Craft-repair,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Tech-support,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Handlers-cleaners,Full-time,Small,None,None
Young,Male,Bachelors,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Over-time,Large,None,None
Young,Male,Some-college,United-States,White,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Private,Other-service,Full-time,Small,None,None
Senior,Male,Bachelors,United-States,White,Married-civ-spouse,State-gov,Protective-serv,Full-time,Large,None,None
Middle-aged,Female,Assoc-voc,United-States,White,Divorced,Private,Tech-support,Workaholic,Small,None,None
Middle-aged,Male,7th-8th,Puerto-Rico,Other,Married-civ-spouse,Private,Handlers-cleaners,Full-time,Small,None,High
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Exec-managerial,Workaholic,Large,None,High
Middle-aged,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-not-inc,Craft-repair,Part-time,Small,None,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Small,None,None
Middle-aged,Female,Some-college,United-States,Black,Divorced,Local-gov,Other-service,Part-time,Small,None,None
Young,Female,HS-grad,United-States,Black,Never-married,Private,Handlers-cleaners,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Divorced,Private,Exec-managerial,Full-time,Small,None,None
Senior,Male,Doctorate,United-States,White,Married-civ-spouse,Private,Exec-managerial,Over-time,Large,High,None
Middle-aged,Male,Some-college,United-States,White,Married-civ-spouse,State-gov,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Male,12th,United-States,White,Divorced,Private,Craft-repair,Over-time,Large,None,None
Senior,Male,1st-4th,Mexico,White,Married-civ-spouse,Private,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Female,11th,United-States,White,Never-married,Private,Other-service,Part-time,Small,None,None
Middle-aged,Male,11th,United-States,Black,Separated,Local-gov,Machine-op-inspct,Full-time,Small,None,None
Middle-aged,Female,HS-grad,United-States,White,Divorced,State-gov,Transport-moving,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Sales,Full-time,Small,None,None
Young,Male,11th,United-States,White,Never-married,Private,Handlers-cleaners,Part-time,Small,Low,None
Middle-aged,Female,Bachelors,United-States,White,Married-civ-spouse,State-gov,Exec-managerial,Full-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,White,Divorced,Private,Farming-fishing,Full-time,Small,None,None
Middle-aged,Female,10th,United-States,White,Never-married,Private,Craft-repair,Full-time,Small,None,None
Young,Male,HS-grad,United-States,White,Married-civ-spouse,Private,Transport-moving,Over-time,Small,None,None
Middle-aged,Male,Masters,United-States,White,Never-married,Federal-gov,Prof-specialty,Full-time,Small,None,Low
Young,Male,HS-grad,Dominican-Republic,White,Never-married,Private,Handlers-cleaners,Workaholic,Small,None,None
Senior,Male,HS-grad,United-States,White,Married-civ-spouse,Self-emp-inc,Exec-managerial,Full-time,Large,None,None
Senior,Male,Masters,United-States,White,Married-civ-spouse,Local-gov,Prof-specialty,Full-time,Small,None,None
Middle-aged,Female,Bachelors,United-States,White,Married-spouse-absent,Self-emp-not-inc,Prof-specialty,Full-time,Small,Low,None
Middle-aged,Female,Assoc-acdm,United-States,White,Married-civ-spouse,Private,Other-service,Part-time,Large,None,None
Middle-aged,Male,Some-college,Philippines,Asian-Pac-Islander,Never-married,Private,Craft-repair,Full-time,Small,None,High
Middle-aged,Male,Masters,United-States,White,Married-civ-spouse,Private,Prof-specialty,Over-time,Large,None,None
Middle-aged,Male,HS-grad,United-States,Black,Never-married,Local-gov,Farming-fishing,Over-time,Small,Low,None
Middle-aged,Female,Some-college,United-States,White,Never-married,Local-gov,Protective-serv,Full-time,Small,None,None
Young,Male,Some-college,United-States,White,Married-civ-spouse,Private,Adm-clerical,Full-time,Small,None,None
Middle-aged,Female,Some-college,United-States,White,Married-civ-spouse,Local-gov,Adm-clerical,Full-time,Small,None,None
